1.000000e-04 2.905884e+02 2.905883e+02 2.905881e+02
2.500250e-04 7.037944e+02 7.037931e+02 7.037918e+02
4.000500e-04 1.106037e+03 1.106032e+03 1.106028e+03
5.500750e-04 1.499989e+03 1.499979e+03 1.499970e+03
7.001001e-04 1.886446e+03 1.886428e+03 1.886410e+03
8.501251e-04 2.265806e+03 2.265775e+03 2.265745e+03
1.000150e-03 2.638260e+03 2.638213e+03 2.638166e+03
1.150175e-03 3.003957e+03 3.003888e+03 3.003820e+03
1.300200e-03 3.362965e+03 3.362869e+03 3.362774e+03
1.450225e-03 3.715413e+03 3.715284e+03 3.715155e+03
1.600250e-03 4.061302e+03 4.061133e+03 4.060965e+03
1.750275e-03 4.400721e+03 4.400505e+03 4.400290e+03
1.900300e-03 4.733761e+03 4.733490e+03 4.733221e+03
2.050325e-03 5.060417e+03 5.060082e+03 5.059752e+03
2.200350e-03 5.380793e+03 5.380387e+03 5.379987e+03
2.350375e-03 5.694897e+03 5.694411e+03 5.693931e+03
2.500400e-03 6.002898e+03 6.002322e+03 6.001755e+03
2.650425e-03 6.304829e+03 6.304154e+03 6.303489e+03
2.800450e-03 6.600758e+03 6.599974e+03 6.599202e+03
2.950475e-03 6.890731e+03 6.889828e+03 6.888939e+03
3.100500e-03 7.174891e+03 7.173857e+03 7.172842e+03
3.250525e-03 7.453239e+03 7.452065e+03 7.450912e+03
3.400550e-03 7.725984e+03 7.724657e+03 7.723356e+03
3.550575e-03 7.993080e+03 7.991590e+03 7.990129e+03
3.700600e-03 8.254700e+03 8.253035e+03 8.251404e+03
3.850625e-03 8.510821e+03 8.508969e+03 8.507156e+03
4.000650e-03 8.761574e+03 8.759523e+03 8.757517e+03
4.150675e-03 9.007038e+03 9.004776e+03 9.002564e+03
4.300700e-03 9.247339e+03 9.244853e+03 9.242425e+03
4.450725e-03 9.482581e+03 9.479859e+03 9.477202e+03
4.600750e-03 9.712643e+03 9.709672e+03 9.706774e+03
4.750775e-03 9.937847e+03 9.934614e+03 9.931463e+03
4.900800e-03 1.015810e+04 1.015459e+04 1.015118e+04
5.050825e-03 1.037353e+04 1.036974e+04 1.036604e+04
5.200850e-03 1.058427e+04 1.058017e+04 1.057619e+04
5.350875e-03 1.079038e+04 1.078597e+04 1.078169e+04
5.500900e-03 1.099184e+04 1.098710e+04 1.098250e+04
5.650925e-03 1.118880e+04 1.118372e+04 1.117879e+04
5.800950e-03 1.138133e+04 1.137590e+04 1.137063e+04
5.950975e-03 1.156940e+04 1.156360e+04 1.155798e+04
6.101001e-03 1.175328e+04 1.174710e+04 1.174111e+04
6.251026e-03 1.193277e+04 1.192620e+04 1.191983e+04
6.401051e-03 1.210830e+04 1.210132e+04 1.209456e+04
6.551076e-03 1.227950e+04 1.227210e+04 1.226493e+04
6.701101e-03 1.244674e+04 1.243890e+04 1.243132e+04
6.851126e-03 1.261003e+04 1.260174e+04 1.259373e+04
7.001151e-03 1.276929e+04 1.276054e+04 1.275209e+04
7.151176e-03 1.292473e+04 1.291550e+04 1.290660e+04
7.301201e-03 1.307645e+04 1.306674e+04 1.305737e+04
7.451226e-03 1.322422e+04 1.321401e+04 1.320416e+04
7.601251e-03 1.336851e+04 1.335778e+04 1.334745e+04
7.751276e-03 1.350909e+04 1.349783e+04 1.348699e+04
7.901301e-03 1.364597e+04 1.363417e+04 1.362282e+04
8.051326e-03 1.377954e+04 1.376718e+04 1.375531e+04
8.201351e-03 1.390952e+04 1.389659e+04 1.388418e+04
8.351376e-03 1.403593e+04 1.402243e+04 1.400946e+04
8.501401e-03 1.415926e+04 1.414516e+04 1.413163e+04
8.651426e-03 1.427910e+04 1.426440e+04 1.425030e+04
8.801451e-03 1.439559e+04 1.438027e+04 1.436559e+04
8.951476e-03 1.450901e+04 1.449307e+04 1.447778e+04
9.101501e-03 1.461916e+04 1.460257e+04 1.458668e+04
9.251526e-03 1.472630e+04 1.470906e+04 1.469255e+04
9.401551e-03 1.483032e+04 1.481241e+04 1.479527e+04
9.551576e-03 1.493115e+04 1.491255e+04 1.489478e+04
9.701601e-03 1.502914e+04 1.500986e+04 1.499143e+04
9.851626e-03 1.512415e+04 1.510417e+04 1.508508e+04
1.000165e-02 1.521628e+04 1.519558e+04 1.517582e+04
1.015168e-02 1.530551e+04 1.528409e+04 1.526364e+04
1.030170e-02 1.539196e+04 1.536981e+04 1.534867e+04
1.045173e-02 1.547567e+04 1.545277e+04 1.543093e+04
1.060175e-02 1.555667e+04 1.553301e+04 1.551046e+04
1.075178e-02 1.563480e+04 1.561037e+04 1.558711e+04
1.090180e-02 1.571034e+04 1.568513e+04 1.566114e+04
1.105183e-02 1.578327e+04 1.575728e+04 1.573254e+04
1.120185e-02 1.585368e+04 1.582688e+04 1.580140e+04
1.135188e-02 1.592151e+04 1.589391e+04 1.586767e+04
1.150190e-02 1.598677e+04 1.595835e+04 1.593135e+04
1.165193e-02 1.604974e+04 1.602048e+04 1.599271e+04
1.180195e-02 1.611013e+04 1.608003e+04 1.605148e+04
1.195198e-02 1.616825e+04 1.613731e+04 1.610797e+04
1.210200e-02 1.622382e+04 1.619203e+04 1.616188e+04
1.225203e-02 1.627719e+04 1.624453e+04 1.621358e+04
1.240205e-02 1.632818e+04 1.629465e+04 1.626289e+04
1.255208e-02 1.637709e+04 1.634267e+04 1.631009e+04
1.270210e-02 1.642358e+04 1.638828e+04 1.635487e+04
1.285213e-02 1.646795e+04 1.643176e+04 1.639751e+04
1.300215e-02 1.651022e+04 1.647312e+04 1.643804e+04
1.315218e-02 1.655042e+04 1.651240e+04 1.647647e+04
1.330220e-02 1.658843e+04 1.654949e+04 1.651271e+04
1.345223e-02 1.662431e+04 1.658444e+04 1.654681e+04
1.360225e-02 1.665821e+04 1.661742e+04 1.657891e+04
1.375228e-02 1.669013e+04 1.664839e+04 1.660902e+04
1.390230e-02 1.672019e+04 1.667750e+04 1.663726e+04
1.405233e-02 1.674810e+04 1.670446e+04 1.666333e+04
1.420235e-02 1.677412e+04 1.672953e+04 1.668752e+04
1.435238e-02 1.679861e+04 1.675306e+04 1.671015e+04
1.450240e-02 1.682080e+04 1.677427e+04 1.673047e+04
1.465243e-02 1.684146e+04 1.679396e+04 1.674926e+04
1.480245e-02 1.686021e+04 1.681173e+04 1.676613e+04
1.495248e-02 1.687730e+04 1.682783e+04 1.678133e+04
1.510250e-02 1.689269e+04 1.684223e+04 1.679481e+04
1.525253e-02 1.690629e+04 1.685483e+04 1.680650e+04
1.540255e-02 1.691812e+04 1.686567e+04 1.681642e+04
1.555258e-02 1.692819e+04 1.687473e+04 1.682456e+04
1.570260e-02 1.693682e+04 1.688236e+04 1.683127e+04
1.585263e-02 1.694411e+04 1.688863e+04 1.683661e+04
1.600265e-02 1.694944e+04 1.689295e+04 1.684000e+04
1.615268e-02 1.695339e+04 1.689588e+04 1.684200e+04
1.630270e-02 1.695585e+04 1.689733e+04 1.684252e+04
1.645273e-02 1.695667e+04 1.689712e+04 1.684137e+04
1.660275e-02 1.695605e+04 1.689547e+04 1.683879e+04
1.675278e-02 1.695411e+04 1.689250e+04 1.683488e+04
1.690280e-02 1.695069e+04 1.688805e+04 1.682949e+04
1.705283e-02 1.694578e+04 1.688211e+04 1.682261e+04
1.720285e-02 1.693966e+04 1.687495e+04 1.681451e+04
1.735288e-02 1.693216e+04 1.686642e+04 1.680504e+04
1.750290e-02 1.692336e+04 1.685659e+04 1.679426e+04
1.765293e-02 1.691334e+04 1.684552e+04 1.678225e+04
1.780295e-02 1.690192e+04 1.683306e+04 1.676885e+04
1.795298e-02 1.688923e+04 1.681934e+04 1.675418e+04
1.810300e-02 1.687542e+04 1.680449e+04 1.673839e+04
1.825303e-02 1.686030e+04 1.678832e+04 1.672128e+04
1.840305e-02 1.684409e+04 1.677107e+04 1.670309e+04
1.855308e-02 1.682673e+04 1.675267e+04 1.668375e+04
1.870310e-02 1.680803e+04 1.673293e+04 1.666307e+04
1.885313e-02 1.678829e+04 1.671215e+04 1.664134e+04
1.900315e-02 1.676781e+04 1.669063e+04 1.661889e+04
1.915318e-02 1.674607e+04 1.666785e+04 1.659517e+04
1.930320e-02 1.672310e+04 1.664384e+04 1.657022e+04
1.945323e-02 1.669915e+04 1.661885e+04 1.654430e+04
1.960325e-02 1.667428e+04 1.659294e+04 1.651747e+04
1.975328e-02 1.664844e+04 1.656606e+04 1.648966e+04
1.990330e-02 1.662179e+04 1.653839e+04 1.646105e+04
2.005333e-02 1.659412e+04 1.650968e+04 1.643141e+04
2.020335e-02 1.656535e+04 1.647988e+04 1.640069e+04
2.035338e-02 1.653574e+04 1.644924e+04 1.636914e+04
2.050340e-02 1.650533e+04 1.641780e+04 1.633678e+04
2.065343e-02 1.647406e+04 1.638551e+04 1.630357e+04
2.080345e-02 1.644194e+04 1.635236e+04 1.626951e+04
2.095348e-02 1.640902e+04 1.631843e+04 1.623467e+04
2.110350e-02 1.637531e+04 1.628369e+04 1.619903e+04
2.125353e-02 1.634083e+04 1.624820e+04 1.616263e+04
2.140355e-02 1.630562e+04 1.621198e+04 1.612552e+04
2.155358e-02 1.626964e+04 1.617499e+04 1.608763e+04
2.170360e-02 1.623288e+04 1.613723e+04 1.604898e+04
2.185363e-02 1.619537e+04 1.609871e+04 1.600957e+04
2.200365e-02 1.615710e+04 1.605945e+04 1.596942e+04
2.215368e-02 1.611832e+04 1.601967e+04 1.592876e+04
2.230370e-02 1.607898e+04 1.597934e+04 1.588755e+04
2.245373e-02 1.603883e+04 1.593819e+04 1.584553e+04
2.260375e-02 1.599818e+04 1.589656e+04 1.580303e+04
2.275378e-02 1.595705e+04 1.585444e+04 1.576005e+04
2.290380e-02 1.591511e+04 1.581153e+04 1.571628e+04
2.305383e-02 1.587266e+04 1.576811e+04 1.567200e+04
2.320385e-02 1.582978e+04 1.572425e+04 1.562729e+04
2.335388e-02 1.578622e+04 1.567973e+04 1.558192e+04
2.350390e-02 1.574214e+04 1.563469e+04 1.553603e+04
2.365393e-02 1.569765e+04 1.558924e+04 1.548974e+04
2.380395e-02 1.565265e+04 1.554328e+04 1.544296e+04
2.395398e-02 1.560721e+04 1.549689e+04 1.539573e+04
2.410400e-02 1.556138e+04 1.545012e+04 1.534814e+04
2.425403e-02 1.551507e+04 1.540287e+04 1.530007e+04
2.440405e-02 1.546830e+04 1.535517e+04 1.525155e+04
2.455408e-02 1.542117e+04 1.530710e+04 1.520267e+04
2.470410e-02 1.537358e+04 1.525859e+04 1.515336e+04
2.485413e-02 1.532558e+04 1.520966e+04 1.510363e+04
2.500415e-02 1.527734e+04 1.516051e+04 1.505368e+04
2.515418e-02 1.522883e+04 1.511109e+04 1.500347e+04
2.530420e-02 1.517993e+04 1.506128e+04 1.495287e+04
2.545423e-02 1.513069e+04 1.501113e+04 1.490195e+04
2.560425e-02 1.508115e+04 1.496070e+04 1.485074e+04
2.575428e-02 1.503130e+04 1.490995e+04 1.479922e+04
2.590430e-02 1.498117e+04 1.485893e+04 1.474744e+04
