#       k       Tk (normalised)     
  3.06476E-5   0.9999899384231496  
  3.09557E-5   0.9999899384231496  
  3.12668E-5   0.9999899384231496  
  3.1581E-5    0.9999899384231496  
  3.18984E-5   0.9999899384231496  
  3.2219E-5    0.9999899384231496  
  3.25428E-5   0.9999849076347245  
  3.28698E-5   0.9999849076347245  
  3.32002E-5   0.9999849076347245  
  3.35339E-5   0.9999849076347245  
  3.38709E-5   0.9999849076347245  
  3.42113E-5   0.9999849076347245  
  3.45551E-5   0.9999849076347245  
  3.49024E-5   0.9999849076347245  
  3.52532E-5   0.9999849076347245  
  3.56075E-5   0.9999849076347245  
  3.59653E-5   0.9999849076347245  
  3.63268E-5   0.9999849076347245  
  3.66919E-5   0.9999849076347245  
  3.70606E-5   0.9999849076347245  
  3.74331E-5   0.9999849076347245  
  3.78093E-5   0.9999849076347245  
  3.81893E-5   0.9999798768462993  
  3.85731E-5   0.9999798768462993  
  3.89608E-5   0.9999798768462993  
  3.93523E-5   0.9999798768462993  
  3.97478E-5   0.9999798768462993  
  4.01473E-5   0.9999798768462993  
  4.05508E-5   0.9999798768462993  
  4.09583E-5   0.9999798768462993  
  4.137E-5     0.9999798768462993  
  4.17858E-5   0.9999798768462993  
  4.22057E-5   0.9999798768462993  
  4.26299E-5   0.9999798768462993  
  4.30583E-5   0.9999748460578742  
  4.34911E-5   0.9999748460578742  
  4.39282E-5   0.9999748460578742  
  4.43696E-5   0.9999748460578742  
  4.48156E-5   0.9999748460578742  
  4.5266E-5    0.9999748460578742  
  4.57209E-5   0.9999748460578742  
  4.61804E-5   0.9999748460578742  
  4.66445E-5   0.9999748460578742  
  4.71133E-5   0.9999748460578742  
  4.75868E-5   0.9999698152694491  
  4.80651E-5   0.9999698152694491  
  4.85481E-5   0.9999698152694491  
  4.9036E-5    0.9999698152694491  
  4.95289E-5   0.9999698152694491  
  5.00266E-5   0.9999698152694491  
  5.05294E-5   0.9999698152694491  
  5.10372E-5   0.9999698152694491  
  5.15502E-5   0.9999647844810239  
  5.20683E-5   0.9999647844810239  
  5.25916E-5   0.9999647844810239  
  5.31201E-5   0.9999647844810239  
  5.3654E-5    0.9999647844810239  
  5.41932E-5   0.9999647844810239  
  5.47379E-5   0.9999647844810239  
  5.5288E-5    0.9999597536925987  
  5.58436E-5   0.9999597536925987  
  5.64049E-5   0.9999597536925987  
  5.69717E-5   0.9999597536925987  
  5.75443E-5   0.9999597536925987  
  5.81227E-5   0.9999597536925987  
  5.87068E-5   0.9999547229041735  
  5.92968E-5   0.9999547229041735  
  5.98928E-5   0.9999547229041735  
  6.04947E-5   0.9999547229041735  
  6.11027E-5   0.9999547229041735  
  6.17168E-5   0.9999547229041735  
  6.2337E-5    0.9999496921157484  
  6.29635E-5   0.9999496921157484  
  6.35963E-5   0.9999496921157484  
  6.42355E-5   0.9999496921157484  
  6.4881E-5    0.9999496921157484  
  6.55331E-5   0.9999446613273232  
  6.61917E-5   0.9999446613273232  
  6.6857E-5    0.9999446613273232  
  6.75289E-5   0.9999446613273232  
  6.82076E-5   0.999939630538898   
  6.88931E-5   0.999939630538898   
  6.95855E-5   0.999939630538898   
  7.02848E-5   0.999939630538898   
  7.09912E-5   0.9999345997504729  
  7.17046E-5   0.9999345997504729  
  7.24253E-5   0.9999345997504729  
  7.31532E-5   0.9999345997504729  
  7.38884E-5   0.9999295689620478  
  7.4631E-5    0.9999295689620478  
  7.5381E-5    0.9999295689620478  
  7.61386E-5   0.9999295689620478  
  7.69038E-5   0.9999245381736226  
  7.76767E-5   0.9999245381736226  
  7.84574E-5   0.9999245381736226  
  7.92459E-5   0.9999195073851974  
  8.00423E-5   0.9999195073851974  
  8.08468E-5   0.9999195073851974  
  8.16593E-5   0.9999144765967722  
  8.248E-5     0.9999144765967722  
  8.33089E-5   0.9999144765967722  
  8.41462E-5   0.9999094458083471  
  8.49919E-5   0.9999094458083471  
  8.5846E-5    0.9999094458083471  
  8.67088E-5   0.9999044150199219  
  8.75802E-5   0.9999044150199219  
  8.84604E-5   0.9999044150199219  
  8.93495E-5   0.9998993842314967  
  9.02474E-5   0.9998993842314967  
  9.11545E-5   0.9998943534430716  
  9.20706E-5   0.9998943534430716  
  9.29959E-5   0.9998893226546465  
  9.39305E-5   0.9998893226546465  
  9.48746E-5   0.9998893226546465  
  9.58281E-5   0.9998842918662213  
  9.67912E-5   0.9998842918662213  
  9.77639E-5   0.9998792610777961  
  9.87465E-5   0.9998792610777961  
  9.97389E-5   0.999874230289371   
  1.00741E-4   0.999874230289371   
  1.01754E-4   0.9998691995009458  
  1.02776E-4   0.9998691995009458  
  1.03809E-4   0.9998641687125206  
  1.04853E-4   0.9998641687125206  
  1.05906E-4   0.9998591379240954  
  1.06971E-4   0.9998541071356704  
  1.08046E-4   0.9998541071356704  
  1.09132E-4   0.9998490763472452  
  1.10228E-4   0.9998490763472452  
  1.11336E-4   0.99984404555882    
  1.12455E-4   0.9998390147703948  
  1.13585E-4   0.9998390147703948  
  1.14727E-4   0.9998339839819697  
  1.1588E-4    0.9998339839819697  
  1.17045E-4   0.9998289531935445  
  1.18221E-4   0.9998239224051193  
  1.19409E-4   0.9998188916166941  
  1.20609E-4   0.9998188916166941  
  1.21821E-4   0.999813860828269   
  1.23046E-4   0.9998088300398439  
  1.24282E-4   0.9998088300398439  
  1.25531E-4   0.9998037992514187  
  1.26793E-4   0.9997987684629935  
  1.28067E-4   0.9997937376745684  
  1.29354E-4   0.9997887068861432  
  1.30654E-4   0.999783676097718   
  1.31967E-4   0.999783676097718   
  1.33294E-4   0.9997786453092928  
  1.34633E-4   0.9997736145208677  
  1.35986E-4   0.9997685837324426  
  1.37353E-4   0.9997635529440174  
  1.38734E-4   0.9997585221555922  
  1.40128E-4   0.9997534913671671  
  1.41536E-4   0.9997484605787419  
  1.42959E-4   0.9997434297903167  
  1.44395E-4   0.9997383990018915  
  1.45847E-4   0.9997333682134664  
  1.47312E-4   0.9997283374250413  
  1.48793E-4   0.9997233066366161  
  1.50288E-4   0.999718275848191   
  1.51799E-4   0.9997132450597658  
  1.53324E-4   0.9997031834829154  
  1.54865E-4   0.9996981526944902  
  1.56422E-4   0.9996931219060651  
  1.57994E-4   0.99968809111764    
  1.59582E-4   0.9996830603292148  
  1.61185E-4   0.9996729987523645  
  1.62805E-4   0.9996679679639393  
  1.64442E-4   0.9996629371755141  
  1.66094E-4   0.9996528755986638  
  1.67764E-4   0.9996478448102386  
  1.6945E-4    0.9996428140218135  
  1.71153E-4   0.9996327524449632  
  1.72873E-4   0.999627721656538   
  1.7461E-4    0.9996176600796877  
  1.76365E-4   0.9996126292912625  
  1.78137E-4   0.9996025677144122  
  1.79928E-4   0.9995975369259871  
  1.81736E-4   0.9995874753491367  
  1.83563E-4   0.9995774137722864  
  1.85407E-4   0.9995723829838612  
  1.87271E-4   0.999562321407011   
  1.89153E-4   0.9995522598301606  
  1.91054E-4   0.9995421982533103  
  1.92974E-4   0.9995371674648851  
  1.94913E-4   0.9995271058880347  
  1.96872E-4   0.9995170443111845  
  1.98851E-4   0.9995069827343341  
  2.00849E-4   0.9994969211574838  
  2.02868E-4   0.9994868595806334  
  2.04907E-4   0.9994767980037832  
  2.06966E-4   0.9994667364269328  
  2.09046E-4   0.9994566748500825  
  2.11147E-4   0.9994466132732321  
  2.13269E-4   0.9994315209079567  
  2.15413E-4   0.9994214593311064  
  2.17578E-4   0.999411397754256   
  2.19764E-4   0.9993963053889806  
  2.21973E-4   0.9993862438121303  
  2.24204E-4   0.9993761822352799  
  2.26457E-4   0.9993610898700044  
  2.28733E-4   0.9993510282931541  
  2.31032E-4   0.9993359359278786  
  2.33354E-4   0.9993208435626031  
  2.35699E-4   0.9993107819857528  
  2.38068E-4   0.9992956896204773  
  2.4046E-4    0.9992805972552018  
  2.42877E-4   0.9992655048899264  
  2.45318E-4   0.999255443313076   
  2.47783E-4   0.9992403509478005  
  2.50274E-4   0.9992252585825251  
  2.52789E-4   0.9992101662172496  
  2.5533E-4    0.999190043063549   
  2.57896E-4   0.9991749506982734  
  2.60488E-4   0.9991598583329979  
  2.63106E-4   0.9991447659677225  
  2.6575E-4    0.9991246428140218  
  2.68421E-4   0.9991095504487463  
  2.71118E-4   0.9990894272950457  
  2.73843E-4   0.9990743349297702  
  2.76595E-4   0.9990542117760696  
  2.79375E-4   0.9990340886223689  
  2.82183E-4   0.9990189962570935  
  2.85019E-4   0.9989988731033927  
  2.87883E-4   0.9989787499496922  
  2.90777E-4   0.9989586267959915  
  2.93699E-4   0.9989385036422909  
  2.96651E-4   0.9989183804885902  
  2.99632E-4   0.9988932265464644  
  3.02643E-4   0.9988731033927637  
  3.05685E-4   0.9988529802390631  
  3.08757E-4   0.9988278262969372  
  3.1186E-4    0.9988077031432366  
  3.14995E-4   0.9987825492011108  
  3.1816E-4    0.998757395258985   
  3.21358E-4   0.9987322413168592  
  3.24588E-4   0.9987070873747333  
  3.2785E-4    0.9986819334326076  
  3.31145E-4   0.9986567794904817  
  3.34473E-4   0.9986316255483559  
  3.37834E-4   0.9986064716062302  
  3.4123E-4    0.9985762868756791  
  3.44659E-4   0.9985511329335534  
  3.48123E-4   0.9985209482030024  
  3.51622E-4   0.9984907634724514  
  3.55155E-4   0.9984656095303256  
  3.58725E-4   0.9984354247997747  
  3.6233E-4    0.9984052400692236  
  3.65972E-4   0.9983700245502475  
  3.6965E-4    0.9983398398196965  
  3.73365E-4   0.9983096550891456  
  3.77117E-4   0.9982744395701695  
  3.80907E-4   0.9982392240511933  
  3.84735E-4   0.9982090393206423  
  3.88602E-4   0.9981738238016662  
  3.92507E-4   0.9981386082826901  
  3.96452E-4   0.998103392763714   
  4.00437E-4   0.9980631464563127  
  4.04461E-4   0.9980279309373365  
  4.08526E-4   0.9979876846299353  
  4.12632E-4   0.997952469110959   
  4.16779E-4   0.9979122228035577  
  4.20967E-4   0.9978719764961564  
  4.25198E-4   0.9978317301887552  
  4.29472E-4   0.9977864530929287  
  4.33788E-4   0.9977462067855274  
  4.38147E-4   0.9977009296897009  
  4.42551E-4   0.9976606833822996  
  4.46999E-4   0.9976154062864732  
  4.51491E-4   0.9975701291906468  
  4.56029E-4   0.9975198213063952  
  4.60612E-4   0.9974745442105687  
  4.65241E-4   0.997424236326317   
  4.69917E-4   0.9973789592304906  
  4.74639E-4   0.9973286513462389  
  4.7941E-4    0.9972783434619874  
  4.84228E-4   0.9972230047893106  
  4.89094E-4   0.9971726969050589  
  4.9401E-4    0.9971173582323822  
  4.98975E-4   0.9970620195597054  
  5.0399E-4    0.9970066808870286  
  5.09055E-4   0.9969513422143519  
  5.14171E-4   0.9968960035416751  
  5.19338E-4   0.9968356340805731  
  5.24558E-4   0.9967752646194712  
  5.2983E-4    0.9967148951583692  
  5.35154E-4   0.9966545256972673  
  5.40533E-4   0.9965941562361653  
  5.45965E-4   0.9965287559866383  
  5.51452E-4   0.9964633557371111  
  5.56995E-4   0.996397955487584   
  5.62593E-4   0.9963325552380569  
  5.68247E-4   0.9962621242001046  
  5.73958E-4   0.9961916931621524  
  5.79726E-4   0.9961212621242002  
  5.85552E-4   0.9960508310862478  
  5.91437E-4   0.9959753692598704  
  5.97381E-4   0.9959049382219182  
  6.03385E-4   0.9958294763955408  
  6.09449E-4   0.9957489837807382  
  6.15574E-4   0.9956735219543607  
  6.21761E-4   0.9955930293395581  
  6.2801E-4    0.9955125367247555  
  6.34321E-4   0.9954320441099529  
  6.40696E-4   0.9953465207067251  
  6.47135E-4   0.9952609973034974  
  6.53639E-4   0.9951754739002696  
  6.60208E-4   0.9950849197086168  
  6.66843E-4   0.994999396305389   
  6.73546E-4   0.9949088421137361  
  6.80315E-4   0.994813257133658   
  6.87152E-4   0.994722702942005   
  6.94058E-4   0.994627117961927   
  7.01033E-4   0.9945265021934238  
  7.08079E-4   0.9944309172133456  
  7.15195E-4   0.9943303014448425  
  7.22383E-4   0.9942296856763392  
  7.29643E-4   0.9941240391194108  
  7.36976E-4   0.9940183925624824  
  7.44383E-4   0.993912746005554   
  7.51864E-4   0.9938070994486256  
  7.5942E-4    0.993696422103272   
  7.67053E-4   0.9935807139694933  
  7.74762E-4   0.9934700366241397  
  7.82548E-4   0.993354328490361   
  7.90413E-4   0.9932386203565823  
  7.98356E-4   0.9931178814343784  
  8.0638E-4    0.9929971425121745  
  8.14485E-4   0.9928764035899706  
  8.2267E-4    0.9927506338793416  
  8.30938E-4   0.9926248641687125  
  8.39289E-4   0.9924940636696583  
  8.47724E-4   0.9923632631706041  
  8.56244E-4   0.9922324626715499  
  8.6485E-4    0.9920966313840706  
  8.73541E-4   0.9919608000965912  
  8.82321E-4   0.9918199380206866  
  8.91188E-4   0.9916790759447821  
  9.00145E-4   0.9915382138688775  
  9.09191E-4   0.9913923210045479  
  9.18329E-4   0.991241397351793   
  9.27558E-4   0.9910955044874633  
  9.3688E-4    0.9909395500462832  
  9.46296E-4   0.9907886263935284  
  9.55807E-4   0.9906276411639232  
  9.65412E-4   0.9904716867227432  
  9.75115E-4   0.990310701493138   
  9.84915E-4   0.9901446854751077  
  9.94814E-4   0.9899786694570774  
  0.00100481   0.989812653439047   
  0.00101491   0.9896416066325915  
  0.00102511   0.9894655290377108  
  0.00103541   0.9892894514428301  
  0.00104582   0.9891083430595243  
  0.00105633   0.9889272346762185  
  0.00106695   0.9887461262929126  
  0.00107767   0.9885599871211816  
  0.0010885    0.9883688171610254  
  0.00109944   0.9881776472008693  
  0.00111049   0.987981446452288   
  0.00112165   0.9877802149152816  
  0.00113292   0.987578983378275   
  0.00114431   0.9873777518412685  
  0.00115581   0.9871714895158369  
  0.00116742   0.9869601964019801  
  0.00117916   0.9867489032881234  
  0.00119101   0.9865325793858414  
  0.00120298   0.9863112246951342  
  0.00121507   0.986089870004427   
  0.00122728   0.98586851531372    
  0.00123961   0.9856370990461625  
  0.00125207   0.9854056827786051  
  0.00126466   0.9851742665110476  
  0.00127737   0.9849327886666398  
  0.0012902    0.984691310822232   
  0.00130317   0.9844448021893991  
  0.00131627   0.9841982935565662  
  0.0013295    0.9839467541353081  
  0.00134286   0.9836901839256248  
  0.00135635   0.9834336137159415  
  0.00136999   0.9831720127178332  
  0.00138375   0.9829053809312995  
  0.00139766   0.9826337183563408  
  0.00141171   0.982362055781382   
  0.0014259    0.9820853624179982  
  0.00144023   0.9818036382661891  
  0.0014547    0.9815168833259549  
  0.00146932   0.9812301283857207  
  0.00148409   0.9809333118686361  
  0.001499     0.9806364953515515  
  0.00151407   0.9803396788344669  
  0.00152928   0.980032800740532   
  0.00154465   0.979720891858172   
  0.00156018   0.9794089829758119  
  0.00157586   0.9790920433050267  
  0.0015917    0.9787700728458164  
  0.00160769   0.9784430715981809  
  0.00162385   0.9781160703505454  
  0.00164017   0.9777790075260595  
  0.00165665   0.9774369139131485  
  0.0016733    0.9770948203002374  
  0.00169012   0.9767476958989013  
  0.00170711   0.9763955407091399  
  0.00172426   0.9760333239425283  
  0.00174159   0.9756711071759167  
  0.0017591    0.9753038596208797  
  0.00177678   0.9749315812774177  
  0.00179463   0.9745542721455307  
  0.00181267   0.9741719322252184  
  0.00183089   0.973789592304906   
  0.00184929   0.9733971908077433  
  0.00186787   0.9729997585221556  
  0.00188664   0.9725972954481427  
  0.00190561   0.9721898015857046  
  0.00192476   0.9717772769348413  
  0.0019441    0.9713597214955528  
  0.00196364   0.970932104479414   
  0.00198338   0.9705044874632752  
  0.00200331   0.9700718396587114  
  0.00202344   0.969629130277297   
  0.00204378   0.9691864208958828  
  0.00206432   0.9687336499376182  
  0.00208506   0.9682758481909285  
  0.00210602   0.9678130156558136  
  0.00212719   0.9673451523322735  
  0.00214857   0.9668722582203083  
  0.00217016   0.9663893025314927  
  0.00219197   0.9659063468426772  
  0.002214     0.9654133295770113  
  0.00223625   0.9649152815229203  
  0.00225872   0.9644071718919789  
  0.00228142   0.9638990622610375  
  0.00230435   0.9633808910532459  
  0.00232751   0.9628576890570291  
  0.0023509    0.9623244254839618  
  0.00237453   0.9617911619108946  
  0.0023984    0.9612478367609771  
  0.0024225    0.9606944500342094  
  0.00244685   0.9601410633074415  
  0.00247144   0.9595776150038234  
  0.00249628   0.9590041051233549  
  0.00252136   0.9584305952428864  
  0.0025467    0.9578419929971426  
  0.0025723    0.9572533907513986  
  0.00259815   0.9566547269288043  
  0.00262426   0.9560510323177849  
  0.00265064   0.955437276129915   
  0.00267728   0.9548184891536201  
  0.00270418   0.954189640600475   
  0.00273136   0.9535557612589045  
  0.00275881   0.9529118203404837  
  0.00278654   0.9522628486336379  
  0.00281454   0.9516088461383668  
  0.00284283   0.9509397512778203  
  0.0028714    0.9502706564172737  
  0.00290026   0.9495914999798768  
  0.00292941   0.9489022819656296  
  0.00295885   0.9482030023745321  
  0.00298859   0.9474986919950095  
  0.00301862   0.9467893508270616  
  0.00304896   0.9460699480822634  
  0.0030796    0.945340483760615   
  0.00311055   0.9446009578621162  
  0.00314181   0.9438564011751922  
  0.00317339   0.9431017829114179  
  0.00320528   0.9423421338592184  
  0.0032375    0.9415673924417435  
  0.00327003   0.9407876202358434  
  0.0033029    0.9400028172415181  
  0.00333609   0.9392029218819173  
  0.00336962   0.9383979957338914  
  0.00340349   0.9375830080090152  
  0.00343769   0.9367579587072886  
  0.00347224   0.9359278786171369  
  0.00350714   0.9350827061617096  
  0.00354238   0.9342325029178573  
  0.00357799   0.9333722380971546  
  0.00361395   0.9325019116996016  
  0.00365027   0.9316215237251982  
  0.00368695   0.9307361049623697  
  0.00372401   0.9298355938342657  
  0.00376143   0.9289250211293114  
  0.00379924   0.9280094176359319  
  0.00383742   0.9270837525657021  
  0.00387599   0.9261429951301968  
  0.00391494   0.9251972069062664  
  0.00395429   0.9242363263170604  
  0.00399403   0.9232704149394293  
  0.00403417   0.9222944419849479  
  0.00407471   0.921303376665191   
  0.00411566   0.9203072805570089  
  0.00415703   0.9192960920835513  
  0.00419881   0.9182798728216686  
  0.004241     0.9172485611945104  
  0.00428363   0.9162071879905018  
  0.00432668   0.915155753209643   
  0.00437016   0.9140942568519338  
  0.00441408   0.9130226989173743  
  0.00445845   0.9119410794059645  
  0.00450325   0.9108443675292792  
  0.00454851   0.9097375940757435  
  0.00459422   0.9086207590453576  
  0.0046404    0.9074938624381214  
  0.00468703   0.9063569042540347  
  0.00473414   0.9052048537046726  
  0.00478172   0.9040427415784602  
  0.00482978   0.9028705678753974  
  0.00487832   0.9016833018070592  
  0.00492734   0.9004859741618706  
  0.00497687   0.8992785849398318  
  0.00502688   0.8980561033525174  
  0.0050774    0.8968235601883527  
  0.00512843   0.8955809554473377  
  0.00517998   0.8943232583410472  
  0.00523203   0.8930554996579064  
  0.00528462   0.8917776793979152  
  0.00533773   0.8904847667726487  
  0.00539137   0.8891767617821065  
  0.00544556   0.8878637260031392  
  0.00550029   0.8865305670704713  
  0.00555556   0.885187346560953   
  0.0056114    0.8838340644745845  
  0.00566779   0.8824656900229404  
  0.00572476   0.881087253994446   
  0.00578229   0.8796937256006762  
  0.00584041   0.8782851048416308  
  0.0058991    0.8768664225057351  
  0.00595839   0.875432647804564   
  0.00601827   0.8739888115265424  
  0.00607876   0.8725298828832455  
  0.00613985   0.8710608926630982  
  0.00620156   0.8695717792892502  
  0.00626388   0.8680726043385519  
  0.00632684   0.8665633678110033  
  0.00639042   0.8650390389181792  
  0.00645465   0.8634996176600797  
  0.00651952   0.8619451040367047  
  0.00658504   0.8603754980480541  
  0.00665122   0.8587958304825533  
  0.00671806   0.8572010705517769  
  0.00678558   0.855591218255725   
  0.00685378   0.8539713043828229  
  0.00692266   0.8523312673562201  
  0.00699223   0.8506811687527669  
  0.00706251   0.8490159777840384  
  0.00713349   0.8473356944500342  
  0.00720518   0.8456403187507546  
  0.00727759   0.8439348814746247  
  0.00735073   0.8422093210447942  
  0.00742461   0.8404686682496881  
  0.00749923   0.8387179538777317  
  0.0075746    0.8369521471404998  
  0.00765072   0.8351662172495673  
  0.00772761   0.8333702257817845  
  0.00780528   0.8315591419487262  
  0.00788372   0.8297279349619673  
  0.00796296   0.827886666398358   
  0.00804298   0.8260303054694732  
  0.00812382   0.8241538213868878  
  0.00820547   0.822267275727452   
  0.00828793   0.8203606069143156  
  0.00837123   0.8184388457359038  
  0.00845536   0.8165070229806415  
  0.00854034   0.8145550770716786  
  0.00862616   0.8125880387974403  
  0.00871286   0.8106059081579265  
  0.00880043   0.808603654364712   
  0.00888887   0.8065913389946472  
  0.00897821   0.8045589004708817  
  0.00906844   0.8025113695818409  
  0.00915958   0.8004487463275245  
  0.00925163   0.7983710307079326  
  0.00934461   0.79627319193464    
  0.00943853   0.7941652915844971  
  0.00953339   0.7920322372922285  
  0.0096292    0.7898891214231094  
  0.00972597   0.7877258824002897  
  0.00982372   0.7855475510121946  
  0.00992245   0.783354127258824   
  0.0100222    0.7811405803517527  
  0.0101229    0.778911941079406   
  0.0102246    0.7766682094417837  
  0.0103274    0.7744043546504609  
  0.0104312    0.7721254074938625  
  0.010536     0.7698313679719886  
  0.0106419    0.7675172052964141  
  0.0107489    0.7651829194671389  
  0.0108569    0.7628335412725883  
  0.010966     0.7604690707127622  
  0.0110762    0.7580844769992353  
  0.0111875    0.7556847909204331  
  0.0113       0.7532649816879301  
  0.0114135    0.7508300800901517  
  0.0115282    0.7483750553386727  
  0.0116441    0.7459049382219182  
  0.0117611    0.743414697951463   
  0.0118793    0.7409093653157323  
  0.0119987    0.738383909526301   
  0.0121193    0.7358383305831689  
  0.0122411    0.7332776592747615  
  0.0123641    0.7306968648126534  
  0.0124884    0.7281009779852698  
  0.0126139    0.7254849680041856  
  0.0127407    0.7228488348694008  
  0.0128687    0.7201976093693404  
  0.0129981    0.7175262607155793  
  0.0131287    0.7148398196965429  
  0.0132606    0.7121332555238057  
  0.0133939    0.7094065681973679  
  0.0135285    0.7066597577172294  
  0.0136645    0.7038978548718156  
  0.0138018    0.701115828872701   
  0.0139405    0.6983187105083108  
  0.0140806    0.695496438201795   
  0.0142221    0.6926590735300037  
  0.0143651    0.6898066164929367  
  0.0145094    0.6869290055137441  
  0.0146553    0.684036302169276   
  0.0148026    0.6811234756711072  
  0.0149513    0.6781955568076629  
  0.0151016    0.6752475147905179  
  0.0152534    0.6722793496196724  
  0.0154067    0.6692910612951262  
  0.0155615    0.6662826498168793  
  0.0157179    0.6632591459733569  
  0.0158759    0.6602205497645591  
  0.0160354    0.6571567996136355  
  0.0161966    0.6540779570974363  
  0.0163594    0.6509789914275366  
  0.0165238    0.6478599026039361  
  0.0166898    0.6447257214150601  
  0.0168576    0.6415714170724836  
  0.017027     0.6383969895762064  
  0.0171981    0.6352074697146537  
  0.017371     0.6319978266994003  
  0.0175455    0.6287730913188715  
  0.0177219    0.625528232784642   
  0.0179       0.6222632510967119  
  0.0180799    0.6189831770435062  
  0.0182616    0.6156829798366     
  0.0184451    0.6123676902644183  
  0.0186305    0.6090322775385358  
  0.0188177    0.6056767416589528  
  0.0190069    0.6023111442025194  
  0.0191979    0.5989254235923854  
  0.0193908    0.5955195798285507  
  0.0195857    0.5920986436994405  
  0.0197825    0.5886626152050549  
  0.0199814    0.5852114943453938  
  0.0201822    0.581740250332032   
  0.020385     0.5782539139533948  
  0.0205899    0.5747524852094821  
  0.0207968    0.5712359641002938  
  0.0210058    0.5677043506258301  
  0.0212169    0.5641576447860909  
  0.0214302    0.5605958465810762  
  0.0216456    0.557018956010786   
  0.0218631    0.5534269730752204  
  0.0220828    0.5498198977743792  
  0.0223048    0.5462027608966877  
  0.0225289    0.5425705316537208  
  0.0227554    0.5389282408339034  
  0.022984     0.5352708576488108  
  0.023215     0.5316034128868676  
  0.0234483    0.5279208757596491  
  0.023684     0.5242282770555802  
  0.023922     0.5205256167746609  
  0.0241625    0.5168128949168914  
  0.0244053    0.5130901114822715  
  0.0246506    0.5093572664708013  
  0.0248983    0.5056143598824808  
  0.0251485    0.5018674286634202  
  0.0254013    0.49810993278866667 
  0.0256566    0.49434539381011794 
  0.0259144    0.4905743148066165  
  0.0261749    0.48679719885700484 
